Local Authority,Specimen date,Cases (new),Cumulative cases,"Cumulative incidence per 100,000 population",Testing episodes (new),Cumulative testing episodes
Blaenau Gwent,29/07/2020,0,375,536.8,3,5341
Blaenau Gwent,28/07/2020,0,375,536.8,43,5338
Blaenau Gwent,27/07/2020,2,375,536.8,80,5295
Blaenau Gwent,26/07/2020,1,373,533.9,22,5215
Blaenau Gwent,25/07/2020,0,372,532.5,15,5193
Blaenau Gwent,24/07/2020,0,372,532.5,41,5178
Blaenau Gwent,23/07/2020,0,372,532.5,28,5137
Blaenau Gwent,22/07/2020,2,372,532.5,170,5109
Blaenau Gwent,21/07/2020,2,370,529.6,170,4939
Blaenau Gwent,20/07/2020,0,368,526.8,140,4769
Blaenau Gwent,19/07/2020,0,368,526.8,20,4629
Blaenau Gwent,18/07/2020,2,368,526.8,27,4609
Blaenau Gwent,17/07/2020,0,366,523.9,37,4582
Blaenau Gwent,16/07/2020,0,366,523.9,64,4545
Blaenau Gwent,15/07/2020,0,366,523.9,59,4481
Blaenau Gwent,14/07/2020,0,366,523.9,48,4422
Blaenau Gwent,13/07/2020,0,366,523.9,80,4374
Blaenau Gwent,12/07/2020,0,366,523.9,19,4294
Blaenau Gwent,11/07/2020,0,366,523.9,20,4275
Blaenau Gwent,10/07/2020,0,366,523.9,39,4255
Blaenau Gwent,09/07/2020,1,366,523.9,47,4216
Blaenau Gwent,08/07/2020,1,365,522.5,61,4169
Blaenau Gwent,07/07/2020,0,364,521,50,4108
Blaenau Gwent,06/07/2020,1,364,521,111,4058
Blaenau Gwent,05/07/2020,0,363,519.6,21,3947
Blaenau Gwent,04/07/2020,0,363,519.6,60,3926
Blaenau Gwent,03/07/2020,1,363,519.6,54,3866
Blaenau Gwent,02/07/2020,1,362,518.2,72,3812
Blaenau Gwent,01/07/2020,2,361,516.7,115,3740
Blaenau Gwent,30/06/2020,0,359,513.9,91,3625
Blaenau Gwent,29/06/2020,2,359,513.9,119,3534
Blaenau Gwent,28/06/2020,0,357,511,26,3415
Blaenau Gwent,27/06/2020,0,357,511,11,3389
Blaenau Gwent,26/06/2020,2,357,511,60,3378
Blaenau Gwent,25/06/2020,0,355,508.1,60,3318
Blaenau Gwent,24/06/2020,0,355,508.1,62,3258
Blaenau Gwent,23/06/2020,2,355,508.1,49,3196
Blaenau Gwent,22/06/2020,0,353,505.3,62,3147
Blaenau Gwent,21/06/2020,1,353,505.3,12,3085
Blaenau Gwent,20/06/2020,0,352,503.9,32,3073
Blaenau Gwent,19/06/2020,0,352,503.9,41,3041
Blaenau Gwent,18/06/2020,1,352,503.9,90,3000
Blaenau Gwent,17/06/2020,1,351,502.4,92,2910
Blaenau Gwent,16/06/2020,0,350,501,77,2818
Blaenau Gwent,15/06/2020,2,350,501,134,2741
Blaenau Gwent,14/06/2020,1,348,498.1,43,2607
Blaenau Gwent,13/06/2020,0,347,496.7,133,2564
Blaenau Gwent,12/06/2020,1,347,496.7,64,2431
Blaenau Gwent,11/06/2020,0,346,495.3,22,2367
Blaenau Gwent,10/06/2020,0,346,495.3,36,2345
Blaenau Gwent,09/06/2020,0,346,495.3,75,2309
Blaenau Gwent,08/06/2020,1,346,495.3,72,2234
Blaenau Gwent,07/06/2020,1,345,493.8,76,2162
Blaenau Gwent,06/06/2020,1,344,492.4,31,2086
Blaenau Gwent,05/06/2020,0,343,491,47,2055
Blaenau Gwent,04/06/2020,0,343,491,54,2008
Blaenau Gwent,03/06/2020,0,343,491,25,1954
Blaenau Gwent,02/06/2020,0,343,491,44,1929
Blaenau Gwent,01/06/2020,0,343,491,24,1885
Blaenau Gwent,31/05/2020,2,343,491,32,1861
Blaenau Gwent,30/05/2020,2,341,488.1,128,1829
Blaenau Gwent,29/05/2020,0,339,485.2,32,1701
Blaenau Gwent,28/05/2020,1,339,485.2,28,1669
Blaenau Gwent,27/05/2020,5,338,483.8,48,1641
Blaenau Gwent,26/05/2020,0,333,476.7,38,1593
Blaenau Gwent,25/05/2020,2,333,476.7,29,1555
Blaenau Gwent,24/05/2020,0,331,473.8,17,1526
Blaenau Gwent,23/05/2020,1,331,473.8,29,1509
Blaenau Gwent,22/05/2020,1,330,472.4,39,1480
Blaenau Gwent,21/05/2020,0,329,470.9,35,1441
Blaenau Gwent,20/05/2020,2,329,470.9,58,1406
Blaenau Gwent,19/05/2020,1,327,468.1,16,1348
Blaenau Gwent,18/05/2020,1,326,466.6,20,1332
Blaenau Gwent,17/05/2020,3,325,465.2,21,1312
Blaenau Gwent,16/05/2020,4,322,460.9,90,1291
Blaenau Gwent,15/05/2020,4,318,455.2,90,1201
Blaenau Gwent,14/05/2020,0,314,449.5,18,1111
Blaenau Gwent,13/05/2020,0,314,449.5,23,1093
Blaenau Gwent,12/05/2020,0,314,449.5,18,1070
Blaenau Gwent,11/05/2020,1,314,449.5,16,1052
Blaenau Gwent,10/05/2020,0,313,448,12,1036
Blaenau Gwent,09/05/2020,3,313,448,15,1024
Blaenau Gwent,08/05/2020,0,310,443.7,31,1009
Blaenau Gwent,07/05/2020,7,310,443.7,41,978
Blaenau Gwent,06/05/2020,4,303,433.7,24,937
Blaenau Gwent,05/05/2020,7,299,428,34,913
Blaenau Gwent,04/05/2020,1,292,418,17,879
Blaenau Gwent,03/05/2020,2,291,416.5,12,862
Blaenau Gwent,02/05/2020,9,289,413.7,57,850
Blaenau Gwent,01/05/2020,2,280,400.8,21,793
Blaenau Gwent,30/04/2020,2,278,397.9,19,772
Blaenau Gwent,29/04/2020,2,276,395.1,21,753
Blaenau Gwent,28/04/2020,2,274,392.2,25,732
Blaenau Gwent,27/04/2020,1,272,389.3,17,707
Blaenau Gwent,26/04/2020,2,271,387.9,9,690
Blaenau Gwent,25/04/2020,6,269,385,21,681
Blaenau Gwent,24/04/2020,5,263,376.5,23,660
Blaenau Gwent,23/04/2020,3,258,369.3,11,637
Blaenau Gwent,22/04/2020,8,255,365,25,626
Blaenau Gwent,21/04/2020,0,247,353.6,22,601
Blaenau Gwent,20/04/2020,7,247,353.6,17,579
Blaenau Gwent,19/04/2020,2,240,343.5,11,562
Blaenau Gwent,18/04/2020,9,238,340.7,24,551
Blaenau Gwent,17/04/2020,10,229,327.8,27,527
Blaenau Gwent,16/04/2020,10,219,313.5,27,500
Blaenau Gwent,15/04/2020,10,209,299.2,27,473
Blaenau Gwent,14/04/2020,9,199,284.8,19,446
Blaenau Gwent,13/04/2020,8,190,272,10,427
Blaenau Gwent,12/04/2020,2,182,260.5,11,417
Blaenau Gwent,11/04/2020,10,180,257.7,19,406
Blaenau Gwent,10/04/2020,5,170,243.3,9,387
Blaenau Gwent,09/04/2020,7,165,236.2,20,378
Blaenau Gwent,08/04/2020,15,158,226.2,25,358
Blaenau Gwent,07/04/2020,5,143,204.7,12,333
Blaenau Gwent,06/04/2020,16,138,197.5,20,321
Blaenau Gwent,05/04/2020,4,122,174.6,10,301
Blaenau Gwent,04/04/2020,12,118,168.9,21,291
Blaenau Gwent,03/04/2020,9,106,151.7,22,270
Blaenau Gwent,02/04/2020,8,97,138.8,20,248
Blaenau Gwent,01/04/2020,6,89,127.4,17,228
Blaenau Gwent,31/03/2020,15,83,118.8,22,211
Blaenau Gwent,30/03/2020,9,68,97.3,20,189
Blaenau Gwent,29/03/2020,5,59,84.5,14,169
Blaenau Gwent,28/03/2020,3,54,77.3,10,155
Blaenau Gwent,27/03/2020,5,51,73,12,145
Blaenau Gwent,26/03/2020,6,46,65.8,15,133
Blaenau Gwent,25/03/2020,5,40,57.3,19,118
Blaenau Gwent,24/03/2020,4,35,50.1,10,99
Blaenau Gwent,23/03/2020,3,31,44.4,11,89
Blaenau Gwent,22/03/2020,3,28,40.1,5,78
Blaenau Gwent,21/03/2020,2,25,35.8,12,73
Blaenau Gwent,20/03/2020,8,23,32.9,17,61
Blaenau Gwent,19/03/2020,2,15,21.5,8,44
Blaenau Gwent,18/03/2020,1,13,18.6,4,36
Blaenau Gwent,17/03/2020,2,12,17.2,3,32
Blaenau Gwent,16/03/2020,1,10,14.3,4,29
Blaenau Gwent,15/03/2020,3,9,12.9,6,25
Blaenau Gwent,14/03/2020,1,6,8.6,2,19
Blaenau Gwent,13/03/2020,3,5,7.2,5,17
Blaenau Gwent,12/03/2020,1,2,2.9,7,12
Blaenau Gwent,11/03/2020,1,1,1.4,2,5
Blaenau Gwent,10/03/2020,0,0,0,0,3
Blaenau Gwent,09/03/2020,0,0,0,0,3
Blaenau Gwent,08/03/2020,0,0,0,0,3
Blaenau Gwent,07/03/2020,0,0,0,0,3
Blaenau Gwent,06/03/2020,0,0,0,0,3
Blaenau Gwent,05/03/2020,0,0,0,0,3
Blaenau Gwent,04/03/2020,0,0,0,0,3
Blaenau Gwent,03/03/2020,0,0,0,0,3
Blaenau Gwent,02/03/2020,0,0,0,0,3
Blaenau Gwent,01/03/2020,0,0,0,0,3
Blaenau Gwent,29/02/2020,0,0,0,0,3
Blaenau Gwent,28/02/2020,0,0,0,0,3
Blaenau Gwent,27/02/2020,0,0,0,3,3
Blaenau Gwent,26/02/2020,0,0,0,0,0
Blaenau Gwent,25/02/2020,0,0,0,0,0
Blaenau Gwent,24/02/2020,0,0,0,0,0
Blaenau Gwent,23/02/2020,0,0,0,0,0
Blaenau Gwent,22/02/2020,0,0,0,0,0
Blaenau Gwent,21/02/2020,0,0,0,0,0
Blaenau Gwent,20/02/2020,0,0,0,0,0
Blaenau Gwent,19/02/2020,0,0,0,0,0
Blaenau Gwent,18/02/2020,0,0,0,0,0
Blaenau Gwent,17/02/2020,0,0,0,0,0
Blaenau Gwent,16/02/2020,0,0,0,0,0
Blaenau Gwent,15/02/2020,0,0,0,0,0
Blaenau Gwent,14/02/2020,0,0,0,0,0
Blaenau Gwent,13/02/2020,0,0,0,0,0
Blaenau Gwent,12/02/2020,0,0,0,0,0
Blaenau Gwent,11/02/2020,0,0,0,0,0
Blaenau Gwent,10/02/2020,0,0,0,0,0
Blaenau Gwent,09/02/2020,0,0,0,0,0
Blaenau Gwent,08/02/2020,0,0,0,0,0
Blaenau Gwent,07/02/2020,0,0,0,0,0
Blaenau Gwent,06/02/2020,0,0,0,0,0
Blaenau Gwent,05/02/2020,0,0,0,0,0
Blaenau Gwent,04/02/2020,0,0,0,0,0
Blaenau Gwent,03/02/2020,0,0,0,0,0
Bridgend,29/07/2020,0,572,389,0,10457
Bridgend,28/07/2020,0,572,389,23,10457
Bridgend,27/07/2020,0,572,389,57,10434
Bridgend,26/07/2020,0,572,389,55,10377
Bridgend,25/07/2020,0,572,389,67,10322
Bridgend,24/07/2020,1,572,389,106,10255
Bridgend,23/07/2020,0,571,388.3,173,10149
Bridgend,22/07/2020,0,571,388.3,105,9976
Bridgend,21/07/2020,2,571,388.3,77,9871
Bridgend,20/07/2020,1,569,386.9,80,9794
Bridgend,19/07/2020,0,568,386.3,47,9714
Bridgend,18/07/2020,0,568,386.3,54,9667
Bridgend,17/07/2020,1,568,386.3,107,9613
Bridgend,16/07/2020,1,567,385.6,107,9506
Bridgend,15/07/2020,0,566,384.9,206,9399
Bridgend,14/07/2020,1,566,384.9,86,9193
Bridgend,13/07/2020,0,565,384.2,130,9107
Bridgend,12/07/2020,0,565,384.2,43,8977
Bridgend,11/07/2020,0,565,384.2,86,8934
Bridgend,10/07/2020,2,565,384.2,190,8848
Bridgend,09/07/2020,0,563,382.9,134,8658
Bridgend,08/07/2020,1,563,382.9,240,8524
Bridgend,07/07/2020,0,562,382.2,162,8284
Bridgend,06/07/2020,2,562,382.2,172,8122
Bridgend,05/07/2020,1,560,380.8,46,7950
Bridgend,04/07/2020,0,559,380.1,63,7904
Bridgend,03/07/2020,0,559,380.1,200,7841
Bridgend,02/07/2020,0,559,380.1,86,7641
Bridgend,01/07/2020,1,559,380.1,184,7555
Bridgend,30/06/2020,0,558,379.5,112,7371
Bridgend,29/06/2020,0,558,379.5,88,7259
Bridgend,28/06/2020,0,558,379.5,37,7171
Bridgend,27/06/2020,0,558,379.5,53,7134
Bridgend,26/06/2020,1,558,379.5,104,7081
Bridgend,25/06/2020,0,557,378.8,119,6977
Bridgend,24/06/2020,1,557,378.8,115,6858
Bridgend,23/06/2020,0,556,378.1,124,6743
Bridgend,22/06/2020,1,556,378.1,78,6619
Bridgend,21/06/2020,0,555,377.4,25,6541
Bridgend,20/06/2020,0,555,377.4,53,6516
Bridgend,19/06/2020,0,555,377.4,98,6463
Bridgend,18/06/2020,1,555,377.4,83,6365
Bridgend,17/06/2020,1,554,376.7,93,6282
Bridgend,16/06/2020,4,553,376.1,113,6189
Bridgend,15/06/2020,0,549,373.3,74,6076
Bridgend,14/06/2020,1,549,373.3,62,6002
Bridgend,13/06/2020,0,548,372.7,46,5940
Bridgend,12/06/2020,1,548,372.7,201,5894
Bridgend,11/06/2020,2,547,372,156,5693
Bridgend,10/06/2020,1,545,370.6,169,5537
Bridgend,09/06/2020,2,544,369.9,91,5368
Bridgend,08/06/2020,0,542,368.6,141,5277
Bridgend,07/06/2020,2,542,368.6,59,5136
Bridgend,06/06/2020,0,540,367.2,75,5077
Bridgend,05/06/2020,4,540,367.2,109,5002
Bridgend,04/06/2020,3,536,364.5,126,4893
Bridgend,03/06/2020,3,533,362.5,163,4767
Bridgend,02/06/2020,1,530,360.4,101,4604
Bridgend,01/06/2020,2,529,359.7,175,4503
Bridgend,31/05/2020,1,527,358.4,59,4328
Bridgend,30/05/2020,0,526,357.7,52,4269
Bridgend,29/05/2020,2,526,357.7,132,4217
Bridgend,28/05/2020,2,524,356.3,161,4085
Bridgend,27/05/2020,2,522,355,102,3924
Bridgend,26/05/2020,3,520,353.6,166,3822
Bridgend,25/05/2020,1,517,351.6,66,3656
Bridgend,24/05/2020,0,516,350.9,43,3590
Bridgend,23/05/2020,1,516,350.9,77,3547
Bridgend,22/05/2020,4,515,350.2,155,3470
Bridgend,21/05/2020,2,511,347.5,108,3315
Bridgend,20/05/2020,1,509,346.1,147,3207
Bridgend,19/05/2020,9,508,345.5,152,3060
Bridgend,18/05/2020,3,499,339.3,44,2908
Bridgend,17/05/2020,9,496,337.3,45,2864
Bridgend,16/05/2020,3,487,331.2,50,2819
Bridgend,15/05/2020,2,484,329.1,93,2769
Bridgend,14/05/2020,5,482,327.8,95,2676
Bridgend,13/05/2020,2,477,324.4,56,2581
Bridgend,12/05/2020,4,475,323,91,2525
Bridgend,11/05/2020,9,471,320.3,81,2434
Bridgend,10/05/2020,5,462,314.2,56,2353
Bridgend,09/05/2020,7,457,310.8,97,2297
Bridgend,08/05/2020,3,450,306,44,2200
Bridgend,07/05/2020,6,447,304,50,2156
Bridgend,06/05/2020,3,441,299.9,47,2106
Bridgend,05/05/2020,5,438,297.9,62,2059
Bridgend,04/05/2020,3,433,294.5,41,1997
Bridgend,03/05/2020,1,430,292.4,29,1956
Bridgend,02/05/2020,7,429,291.7,69,1927
Bridgend,01/05/2020,6,422,287,81,1858
Bridgend,30/04/2020,7,416,282.9,63,1777
Bridgend,29/04/2020,7,409,278.1,53,1714
Bridgend,28/04/2020,1,402,273.4,60,1661
Bridgend,27/04/2020,9,401,272.7,62,1601
Bridgend,26/04/2020,9,392,266.6,30,1539
Bridgend,25/04/2020,10,383,260.5,88,1509
Bridgend,24/04/2020,1,373,253.7,42,1421
Bridgend,23/04/2020,4,372,253,40,1379
Bridgend,22/04/2020,22,368,250.3,72,1339
Bridgend,21/04/2020,17,346,235.3,63,1267
Bridgend,20/04/2020,8,329,223.7,33,1204
Bridgend,19/04/2020,2,321,218.3,24,1171
Bridgend,18/04/2020,4,319,216.9,19,1147
Bridgend,17/04/2020,15,315,214.2,53,1128
Bridgend,16/04/2020,12,300,204,45,1075
Bridgend,15/04/2020,19,288,195.9,51,1030
Bridgend,14/04/2020,21,269,182.9,41,979
Bridgend,13/04/2020,9,248,168.7,31,938
Bridgend,12/04/2020,17,239,162.5,32,907
Bridgend,11/04/2020,13,222,151,35,875
Bridgend,10/04/2020,7,209,142.1,27,840
Bridgend,09/04/2020,16,202,137.4,53,813
Bridgend,08/04/2020,15,186,126.5,40,760
Bridgend,07/04/2020,22,171,116.3,56,720
Bridgend,06/04/2020,10,149,101.3,30,664
Bridgend,05/04/2020,12,139,94.5,34,634
Bridgend,04/04/2020,11,127,86.4,31,600
Bridgend,03/04/2020,17,116,78.9,47,569
Bridgend,02/04/2020,19,99,67.3,44,522
Bridgend,01/04/2020,16,80,54.4,58,478
Bridgend,31/03/2020,10,64,43.5,33,420
Bridgend,30/03/2020,5,54,36.7,34,387
Bridgend,29/03/2020,5,49,33.3,22,353
Bridgend,28/03/2020,4,44,29.9,12,331
Bridgend,27/03/2020,5,40,27.2,37,319
Bridgend,26/03/2020,3,35,23.8,27,282
Bridgend,25/03/2020,6,32,21.8,37,255
Bridgend,24/03/2020,8,26,17.7,32,218
Bridgend,23/03/2020,5,18,12.2,16,186
Bridgend,22/03/2020,2,13,8.8,16,170
Bridgend,21/03/2020,4,11,7.5,22,154
Bridgend,20/03/2020,4,7,4.8,21,132
Bridgend,19/03/2020,0,3,2,14,111
Bridgend,18/03/2020,0,3,2,10,97
Bridgend,17/03/2020,0,3,2,15,87
Bridgend,16/03/2020,2,3,2,15,72
Bridgend,15/03/2020,0,1,0.7,5,57
Bridgend,14/03/2020,0,1,0.7,5,52
Bridgend,13/03/2020,1,1,0.7,7,47
Bridgend,12/03/2020,0,0,0,8,40
Bridgend,11/03/2020,0,0,0,8,32
Bridgend,10/03/2020,0,0,0,1,24
Bridgend,09/03/2020,0,0,0,1,23
Bridgend,08/03/2020,0,0,0,0,22
Bridgend,07/03/2020,0,0,0,0,22
Bridgend,06/03/2020,0,0,0,1,22
Bridgend,05/03/2020,0,0,0,0,21
Bridgend,04/03/2020,0,0,0,3,21
Bridgend,03/03/2020,0,0,0,3,18
Bridgend,02/03/2020,0,0,0,0,15
Bridgend,01/03/2020,0,0,0,0,15
Bridgend,29/02/2020,0,0,0,2,15
Bridgend,28/02/2020,0,0,0,1,13
Bridgend,27/02/2020,0,0,0,3,12
Bridgend,26/02/2020,0,0,0,0,9
Bridgend,25/02/2020,0,0,0,0,9
Bridgend,24/02/2020,0,0,0,0,9
Bridgend,23/02/2020,0,0,0,2,9
Bridgend,22/02/2020,0,0,0,2,7
Bridgend,21/02/2020,0,0,0,0,5
Bridgend,20/02/2020,0,0,0,0,5
Bridgend,19/02/2020,0,0,0,0,5
Bridgend,18/02/2020,0,0,0,1,5
Bridgend,17/02/2020,0,0,0,1,4
Bridgend,16/02/2020,0,0,0,0,3
Bridgend,15/02/2020,0,0,0,0,3
Bridgend,14/02/2020,0,0,0,0,3
Bridgend,13/02/2020,0,0,0,0,3
Bridgend,12/02/2020,0,0,0,0,3
Bridgend,11/02/2020,0,0,0,0,3
Bridgend,10/02/2020,0,0,0,0,3
Bridgend,09/02/2020,0,0,0,3,3
Bridgend,08/02/2020,0,0,0,0,0
Bridgend,07/02/2020,0,0,0,0,0
Bridgend,06/02/2020,0,0,0,0,0
Bridgend,05/02/2020,0,0,0,0,0
Bridgend,04/02/2020,0,0,0,0,0
Bridgend,03/02/2020,0,0,0,0,0
Caerphilly,29/07/2020,0,744,410.9,4,11156
Caerphilly,28/07/2020,0,744,410.9,34,11152
Caerphilly,27/07/2020,0,744,410.9,84,11118
Caerphilly,26/07/2020,1,744,410.9,49,11034
Caerphilly,25/07/2020,0,743,410.3,42,10985
Caerphilly,24/07/2020,0,743,410.3,106,10943
Caerphilly,23/07/2020,0,743,410.3,113,10837
Caerphilly,22/07/2020,1,743,410.3,154,10724
Caerphilly,21/07/2020,1,742,409.8,241,10570
Caerphilly,20/07/2020,1,741,409.2,92,10329
Caerphilly,19/07/2020,0,740,408.7,51,10237
Caerphilly,18/07/2020,0,740,408.7,57,10186
Caerphilly,17/07/2020,0,740,408.7,132,10129
Caerphilly,16/07/2020,1,740,408.7,104,9997
Caerphilly,15/07/2020,0,739,408.1,118,9893
Caerphilly,14/07/2020,1,739,408.1,212,9775
Caerphilly,13/07/2020,0,738,407.6,121,9563
Caerphilly,12/07/2020,0,738,407.6,67,9442
Caerphilly,11/07/2020,0,738,407.6,62,9375
Caerphilly,10/07/2020,0,738,407.6,160,9313
Caerphilly,09/07/2020,0,738,407.6,173,9153
Caerphilly,08/07/2020,0,738,407.6,112,8980
Caerphilly,07/07/2020,1,738,407.6,236,8868
Caerphilly,06/07/2020,2,737,407,113,8632
Caerphilly,05/07/2020,0,735,405.9,41,8519
Caerphilly,04/07/2020,1,735,405.9,65,8478
Caerphilly,03/07/2020,2,734,405.4,259,8413
Caerphilly,02/07/2020,0,732,404.3,132,8154
Caerphilly,01/07/2020,0,732,404.3,124,8022
Caerphilly,30/06/2020,3,732,404.3,142,7898
Caerphilly,29/06/2020,0,729,402.6,104,7756
Caerphilly,28/06/2020,1,729,402.6,50,7652
Caerphilly,27/06/2020,1,728,402,42,7602
Caerphilly,26/06/2020,1,727,401.5,96,7560
Caerphilly,25/06/2020,0,726,400.9,164,7464
Caerphilly,24/06/2020,0,726,400.9,96,7300
Caerphilly,23/06/2020,2,726,400.9,159,7204
Caerphilly,22/06/2020,1,724,399.8,107,7045
Caerphilly,21/06/2020,0,723,399.3,63,6938
Caerphilly,20/06/2020,0,723,399.3,48,6875
Caerphilly,19/06/2020,1,723,399.3,85,6827
Caerphilly,18/06/2020,0,722,398.7,150,6742
Caerphilly,17/06/2020,2,722,398.7,81,6592
Caerphilly,16/06/2020,2,720,397.6,285,6511
Caerphilly,15/06/2020,0,718,396.5,62,6226
Caerphilly,14/06/2020,0,718,396.5,98,6164
Caerphilly,13/06/2020,0,718,396.5,56,6066
Caerphilly,12/06/2020,2,718,396.5,185,6010
Caerphilly,11/06/2020,0,716,395.4,84,5825
Caerphilly,10/06/2020,0,716,395.4,124,5741
Caerphilly,09/06/2020,1,716,395.4,143,5617
Caerphilly,08/06/2020,0,715,394.9,114,5474
Caerphilly,07/06/2020,1,715,394.9,86,5360
Caerphilly,06/06/2020,2,714,394.3,197,5274
Caerphilly,05/06/2020,0,712,393.2,178,5077
Caerphilly,04/06/2020,0,712,393.2,136,4899
Caerphilly,03/06/2020,0,712,393.2,96,4763
Caerphilly,02/06/2020,2,712,393.2,101,4667
Caerphilly,01/06/2020,2,710,392.1,106,4566
Caerphilly,31/05/2020,1,708,391,117,4460
Caerphilly,30/05/2020,1,707,390.4,88,4343
Caerphilly,29/05/2020,4,706,389.9,66,4255
Caerphilly,28/05/2020,3,702,387.7,143,4189
Caerphilly,27/05/2020,6,699,386,191,4046
Caerphilly,26/05/2020,0,693,382.7,178,3855
Caerphilly,25/05/2020,3,693,382.7,50,3677
Caerphilly,24/05/2020,2,690,381.1,65,3627
Caerphilly,23/05/2020,7,688,380,190,3562
Caerphilly,22/05/2020,4,681,376.1,184,3372
Caerphilly,21/05/2020,7,677,373.9,106,3188
Caerphilly,20/05/2020,6,670,370,133,3082
Caerphilly,19/05/2020,4,664,366.7,62,2949
Caerphilly,18/05/2020,2,660,364.5,51,2887
Caerphilly,17/05/2020,2,658,363.4,24,2836
Caerphilly,16/05/2020,6,656,362.3,71,2812
Caerphilly,15/05/2020,3,650,359,89,2741
Caerphilly,14/05/2020,3,647,357.3,56,2652
Caerphilly,13/05/2020,0,644,355.7,59,2596
Caerphilly,12/05/2020,1,644,355.7,47,2537
Caerphilly,11/05/2020,2,643,355.1,46,2490
Caerphilly,10/05/2020,0,641,354,36,2444
Caerphilly,09/05/2020,1,641,354,58,2408
Caerphilly,08/05/2020,1,640,353.4,71,2350
Caerphilly,07/05/2020,7,639,352.9,76,2279
Caerphilly,06/05/2020,2,632,349,48,2203
Caerphilly,05/05/2020,8,630,347.9,67,2155
Caerphilly,04/05/2020,3,622,343.5,51,2088
Caerphilly,03/05/2020,3,619,341.8,41,2037
Caerphilly,02/05/2020,3,616,340.2,38,1996
Caerphilly,01/05/2020,6,613,338.5,72,1958
Caerphilly,30/04/2020,6,607,335.2,84,1886
Caerphilly,29/04/2020,3,601,331.9,61,1802
Caerphilly,28/04/2020,7,598,330.2,56,1741
Caerphilly,27/04/2020,7,591,326.4,40,1685
Caerphilly,26/04/2020,5,584,322.5,34,1645
Caerphilly,25/04/2020,8,579,319.8,33,1611
Caerphilly,24/04/2020,7,571,315.3,60,1578
Caerphilly,23/04/2020,12,564,311.5,57,1518
Caerphilly,22/04/2020,10,552,304.8,42,1461
Caerphilly,21/04/2020,15,542,299.3,50,1419
Caerphilly,20/04/2020,17,527,291,51,1369
Caerphilly,19/04/2020,1,510,281.7,20,1318
Caerphilly,18/04/2020,23,509,281.1,59,1298
Caerphilly,17/04/2020,12,486,268.4,46,1239
Caerphilly,16/04/2020,24,474,261.8,68,1193
Caerphilly,15/04/2020,12,450,248.5,53,1125
Caerphilly,14/04/2020,12,438,241.9,31,1072
Caerphilly,13/04/2020,7,426,235.3,29,1041
Caerphilly,12/04/2020,13,419,231.4,26,1012
Caerphilly,11/04/2020,12,406,224.2,31,986
Caerphilly,10/04/2020,14,394,217.6,37,955
Caerphilly,09/04/2020,20,380,209.9,51,918
Caerphilly,08/04/2020,23,360,198.8,46,867
Caerphilly,07/04/2020,17,337,186.1,34,821
Caerphilly,06/04/2020,23,320,176.7,49,787
Caerphilly,05/04/2020,7,297,164,12,738
Caerphilly,04/04/2020,20,290,160.2,34,726
Caerphilly,03/04/2020,19,270,149.1,43,692
Caerphilly,02/04/2020,25,251,138.6,45,649
Caerphilly,01/04/2020,22,226,124.8,49,604
Caerphilly,31/03/2020,21,204,112.7,42,555
Caerphilly,30/03/2020,28,183,101.1,47,513
Caerphilly,29/03/2020,13,155,85.6,35,466
Caerphilly,28/03/2020,12,142,78.4,26,431
Caerphilly,27/03/2020,16,130,71.8,42,405
Caerphilly,26/03/2020,9,114,63,28,363
Caerphilly,25/03/2020,21,105,58,40,335
Caerphilly,24/03/2020,9,84,46.4,31,295
Caerphilly,23/03/2020,9,75,41.4,36,264
Caerphilly,22/03/2020,11,66,36.4,25,228
Caerphilly,21/03/2020,9,55,30.4,29,203
Caerphilly,20/03/2020,4,46,25.4,25,174
Caerphilly,19/03/2020,6,42,23.2,22,149
Caerphilly,18/03/2020,4,36,19.9,9,127
Caerphilly,17/03/2020,5,32,17.7,22,118
Caerphilly,16/03/2020,8,27,14.9,16,96
Caerphilly,15/03/2020,5,19,10.5,15,80
Caerphilly,14/03/2020,3,14,7.7,8,65
Caerphilly,13/03/2020,4,11,6.1,16,57
Caerphilly,12/03/2020,4,7,3.9,11,41
Caerphilly,11/03/2020,2,3,1.7,7,30
Caerphilly,10/03/2020,1,1,0.6,2,23
Caerphilly,09/03/2020,0,0,0,0,21
Caerphilly,08/03/2020,0,0,0,0,21
Caerphilly,07/03/2020,0,0,0,0,21
Caerphilly,06/03/2020,0,0,0,1,21
Caerphilly,05/03/2020,0,0,0,1,20
Caerphilly,04/03/2020,0,0,0,1,19
Caerphilly,03/03/2020,0,0,0,2,18
Caerphilly,02/03/2020,0,0,0,1,16
Caerphilly,01/03/2020,0,0,0,0,15
Caerphilly,29/02/2020,0,0,0,3,15
Caerphilly,28/02/2020,0,0,0,3,12
Caerphilly,27/02/2020,0,0,0,3,9
Caerphilly,26/02/2020,0,0,0,1,6
Caerphilly,25/02/2020,0,0,0,1,5
Caerphilly,24/02/2020,0,0,0,0,4
Caerphilly,23/02/2020,0,0,0,0,4
Caerphilly,22/02/2020,0,0,0,1,4
Caerphilly,21/02/2020,0,0,0,0,3
Caerphilly,20/02/2020,0,0,0,1,3
Caerphilly,19/02/2020,0,0,0,0,2
Caerphilly,18/02/2020,0,0,0,0,2
Caerphilly,17/02/2020,0,0,0,0,2
Caerphilly,16/02/2020,0,0,0,0,2
Caerphilly,15/02/2020,0,0,0,0,2
